turboFFT, 1, 0,    0.009,    0.001,    0.003
turboFFT, 1, 1,    0.007,    0.003,    0.009
turboFFT, 1, 2,    0.007,    0.005,    0.017
turboFFT, 1, 3,    0.007,    0.011,    0.035
turboFFT, 1, 4,    0.007,    0.022,    0.070
turboFFT, 1, 5,    0.008,    0.038,    0.122
turboFFT, 1, 6,    0.008,    0.082,    0.261
turboFFT, 1, 7,    0.008,    0.163,    0.520
turboFFT, 1, 8,    0.008,    0.311,    0.996
turboFFT, 1, 9,    0.008,    0.661,    2.115
turboFFT, 1, 10,    0.009,    1.191,    3.812
turboFFT, 1, 11,    0.008,    2.620,    8.383
turboFFT, 1, 12,    0.008,    5.207,   16.664
turboFFT, 1, 13,    0.009,    9.628,   30.809
turboFFT, 1, 14,    0.008,   19.624,   62.798
turboFFT, 1, 15,    0.009,   35.842,  114.694
turboFFT, 1, 16,    0.010,   64.463,  206.283
turboFFT, 1, 17,    0.011,  117.600,  376.319
turboFFT, 1, 18,    0.015,  180.679,  578.174
turboFFT, 1, 19,    0.021,  253.191,  810.212
turboFFT, 1, 20,    0.034,  309.336,  989.876
turboFFT, 1, 21,    0.058,  360.068, 1152.218
turboFFT, 1, 22,    0.108,  387.203, 1239.049
turboFFT, 1, 23,    0.208,  404.138, 1293.241
turboFFT, 1, 24,    0.405,  414.490, 1326.367
turboFFT, 1, 25,    0.800,  419.457, 1342.263
turboFFT, 1, 26,    1.589,  422.332, 1351.462
turboFFT, 1, 27,    3.166,  423.885, 1356.433
turboFFT, 2, 0,    0.008,    0.005,    0.008
turboFFT, 2, 1,    0.008,    0.010,    0.016
turboFFT, 2, 2,    0.007,    0.022,    0.035
turboFFT, 2, 3,    0.009,    0.036,    0.057
turboFFT, 2, 4,    0.009,    0.075,    0.120
turboFFT, 2, 5,    0.008,    0.164,    0.262
turboFFT, 2, 6,    0.008,    0.321,    0.513
turboFFT, 2, 7,    0.008,    0.621,    0.994
turboFFT, 2, 8,    0.009,    1.204,    1.926
turboFFT, 2, 9,    0.009,    2.315,    3.703
turboFFT, 2, 10,    0.008,    5.218,    8.349
turboFFT, 2, 11,    0.008,   10.063,   16.101
turboFFT, 2, 12,    0.008,   19.992,   31.988
turboFFT, 2, 13,    0.008,   38.891,   62.226
turboFFT, 2, 14,    0.009,   71.359,  114.174
turboFFT, 2, 15,    0.010,  135.092,  216.148
turboFFT, 2, 16,    0.011,  237.449,  379.919
turboFFT, 2, 17,    0.012,  421.725,  674.759
turboFFT, 2, 18,    0.014,  724.155, 1158.647
turboFFT, 2, 19,    0.034,  620.782,  993.252
turboFFT, 2, 20,    0.062,  678.497, 1085.595
turboFFT, 2, 21,    0.112,  747.211, 1195.537
turboFFT, 2, 22,    0.214,  784.299, 1254.878
turboFFT, 2, 23,    0.417,  805.463, 1288.741
turboFFT, 2, 24,    0.823,  815.397, 1304.635
turboFFT, 2, 25,    1.634,  821.539, 1314.463
turboFFT, 2, 26,    3.266,  821.932, 1315.092
turboFFT, 3, 0,    0.008,    0.015,    0.016
turboFFT, 3, 1,    0.008,    0.030,    0.032
turboFFT, 3, 2,    0.008,    0.059,    0.063
turboFFT, 3, 3,    0.008,    0.118,    0.126
turboFFT, 3, 4,    0.008,    0.238,    0.254
turboFFT, 3, 5,    0.009,    0.450,    0.480
turboFFT, 3, 6,    0.009,    0.897,    0.957
turboFFT, 3, 7,    0.008,    1.815,    1.936
turboFFT, 3, 8,    0.009,    3.566,    3.804
turboFFT, 3, 9,    0.009,    7.162,    7.639
turboFFT, 3, 10,    0.009,   14.296,   15.249
turboFFT, 3, 11,    0.009,   28.029,   29.898
turboFFT, 3, 12,    0.009,   55.733,   59.448
turboFFT, 3, 13,    0.009,  106.519,  113.620
turboFFT, 3, 14,    0.011,  186.578,  199.016
turboFFT, 3, 15,    0.013,  297.099,  316.905
turboFFT, 3, 16,    0.017,  462.389,  493.215
turboFFT, 3, 17,    0.027,  590.698,  630.078
turboFFT, 3, 18,    0.046,  678.520,  723.755
turboFFT, 3, 19,    0.086,  728.394,  776.953
turboFFT, 3, 20,    0.159,  790.193,  842.873
turboFFT, 3, 21,    0.304,  827.815,  883.002
turboFFT, 3, 22,    0.594,  847.942,  904.471
turboFFT, 3, 23,    1.172,  858.810,  916.064
turboFFT, 3, 24,    2.330,  863.886,  921.478
turboFFT, 3, 25,    4.679,  860.635,  918.011
turboFFT, 4, 0,    0.008,    0.039,    0.031
turboFFT, 4, 1,    0.008,    0.077,    0.062
turboFFT, 4, 2,    0.008,    0.155,    0.124
turboFFT, 4, 3,    0.008,    0.313,    0.251
turboFFT, 4, 4,    0.009,    0.597,    0.478
turboFFT, 4, 5,    0.009,    1.190,    0.952
turboFFT, 4, 6,    0.009,    2.357,    1.886
turboFFT, 4, 7,    0.009,    4.496,    3.597
turboFFT, 4, 8,    0.009,    9.467,    7.574
turboFFT, 4, 9,    0.009,   18.659,   14.927
turboFFT, 4, 10,    0.009,   36.742,   29.394
turboFFT, 4, 11,    0.009,   72.419,   57.935
turboFFT, 4, 12,    0.009,  138.895,  111.116
turboFFT, 4, 13,    0.010,  264.343,  211.475
turboFFT, 4, 14,    0.011,  469.859,  375.888
turboFFT, 4, 15,    0.014,  733.393,  586.714
turboFFT, 4, 16,    0.020, 1054.142,  843.313
turboFFT, 4, 17,    0.032, 1293.644, 1034.915
turboFFT, 4, 18,    0.060, 1408.089, 1126.471
turboFFT, 4, 19,    0.109, 1541.434, 1233.147
turboFFT, 4, 20,    0.207, 1622.580, 1298.064
turboFFT, 4, 21,    0.403, 1664.459, 1331.567
turboFFT, 4, 22,    0.794, 1690.883, 1352.707
turboFFT, 4, 23,    1.577, 1702.645, 1362.116
turboFFT, 4, 24,    3.144, 1707.429, 1365.943
turboFFT, 5, 0,    0.008,    0.095,    0.061
turboFFT, 5, 1,    0.008,    0.192,    0.123
turboFFT, 5, 2,    0.009,    0.375,    0.240
turboFFT, 5, 3,    0.009,    0.690,    0.442
turboFFT, 5, 4,    0.008,    1.529,    0.979
turboFFT, 5, 5,    0.010,    2.692,    1.723
turboFFT, 5, 6,    0.008,    6.074,    3.888
turboFFT, 5, 7,    0.009,   11.856,    7.588
turboFFT, 5, 8,    0.009,   23.712,   15.176
turboFFT, 5, 9,    0.010,   42.766,   27.371
turboFFT, 5, 10,    0.009,   87.402,   55.937
turboFFT, 5, 11,    0.010,  160.804,  102.915
turboFFT, 5, 12,    0.012,  276.011,  176.647
turboFFT, 5, 13,    0.014,  456.531,  292.180
turboFFT, 5, 14,    0.020,  667.862,  427.432
turboFFT, 5, 15,    0.030,  866.603,  554.626
turboFFT, 5, 16,    0.056,  934.840,  598.297
turboFFT, 5, 17,    0.102, 1030.473,  659.503
turboFFT, 5, 18,    0.193, 1087.680,  696.115
turboFFT, 5, 19,    0.374, 1120.350,  717.024
turboFFT, 5, 20,    0.737, 1137.847,  728.222
turboFFT, 5, 21,    1.456, 1152.509,  737.606
turboFFT, 5, 22,    2.902, 1156.413,  740.104
turboFFT, 5, 23,    5.807, 1155.615,  739.594
turboFFT, 6, 0,    0.009,    0.222,    0.118
turboFFT, 6, 1,    0.009,    0.450,    0.240
turboFFT, 6, 2,    0.009,    0.856,    0.456
turboFFT, 6, 3,    0.009,    1.727,    0.921
turboFFT, 6, 4,    0.009,    3.441,    1.835
